"symbol","update_date","company_name","last_sale","net_change","percent_change","market_cap_m","volume_t","ipo_year","country","sector","industry","bnw_symbol","zck_symbol","prn_symbol","update_time"
"SCRM","2022-05-09","Screaming Eagle Acquisition Corp. Class A Ordinary Shares","9.68","-0.04","-0.4120",907,25,2022,"United States","","","SCRM","SCRM","SCRM","16:30:06"
"SCRMU","2022-05-09","Screaming Eagle Acquisition Corp. Unit","9.86","-0.04","-0.4040",0,5,2022,"United States","","","SCRMU","SCRMU","SCRMU","16:30:06"
"SCSC","2022-05-09","ScanSource Inc. Common Stock","34.61","0.24","0.6980",886,116,NULL,"United States","Technology","Retail: Computer Software & Peripheral Equipment","SCSC","SCSC","SCSC","16:30:06"
"SCTL","2022-05-09","Societal CDMO Inc. Common Stock","1.22","-0.09","-6.8700",68,76,2014,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SCTL","SCTL","SCTL","16:30:06"
"SCVL","2022-05-09","Shoe Carnival Inc. Common Stock","30.83","-0.18","-0.5800",868,212,1993,"United States","Consumer Services","Clothing/Shoe/Accessory Stores","SCVL","SCVL","SCVL","16:30:06"
"SCWX","2022-05-09","SecureWorks Corp. Class A Common Stock","10.39","-0.16","-1.5170",877,108,2016,"United States","Technology","EDP Services","SCWX","SCWX","SCWX","16:30:06"
"SCYX","2022-05-09","SCYNEXIS Inc. Common Stock","1.97","-0.27","-12.0540",57,387,2014,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SCYX","SCYX","SCYX","16:30:06"
"SDAC","2022-05-09","Sustainable Development Acquisition I Corp. Class A Common Stock","9.79","-0.06","-0.6090",387,171,2021,"United States","Finance","Diversified Financial Service","SDAC","SDAC","SDAC","16:30:06"
"SDACU","2022-05-09","Sustainable Development Acquisition I Corp. Unit","9.90","-0.02","-0.2470",0,0,2021,"United States","Finance","Diversified Financial Service","SDACU","SDACU","SDACU","16:30:06"
"SDC","2022-05-09","SmileDirectClub Inc. Class A Common Stock","1.51","-0.27","-15.1690",182,6474,2019,"United States","Health Care","Medical/Dental Instruments","SDC","SDC","SDC","16:30:06"
"SDGR","2022-05-09","Schrodinger Inc. Common Stock","23.36","-1.67","-6.6720",1661,1530,2020,"United States","Technology","Computer Software: Prepackaged Software","SDGR","SDGR","SDGR","16:30:06"
"SDH","2022-05-09","Global Internet of People Inc. Ordinary Shares","1.59","-0.19","-10.6740",38,21,2021,"China","Miscellaneous","Business Services","SDH","SDH","SDH","16:30:06"
"SDIG","2022-05-09","Stronghold Digital Mining Inc. Class A Common Stock","2.44","-0.66","-21.2900",48,1079,2021,"United States","Finance","Investment Bankers/Brokers/Service","SDIG","SDIG","SDIG","16:30:06"
"SEAC","2022-05-09","SeaChange International Inc. Common Stock","0.88","-0.05","-5.4940",43,1105,1996,"United States","Technology","Radio And Television Broadcasting And Communications Equipment","SEAC","SEAC","SEAC","16:30:06"
"SEAT","2022-05-09","Vivid Seats Inc. Class A Common Stock","8.62","-0.71","-7.6100",1682,705,NULL,"United States","Capital Goods","Industrial Machinery/Components","SEAT","SEAT","SEAT","16:30:06"
"SEDG","2022-05-09","SolarEdge Technologies Inc. Common Stock","225.36","-26.45","-10.5040",12482,1156,2015,"Israel","Technology","Semiconductors","SEDG","SEDG","SEDG","16:30:06"
"SEED","2022-05-09","Origin Agritech Limited Common Stock","7.66","0.26","3.5140",44,105,NULL,"China","","Farming/Seeds/Milling","SEED","SEED","SEED","16:30:06"
"SEER","2022-05-09","Seer Inc. Class A Common Stock","8.04","-1.25","-13.4550",502,464,2020,"United States","Consumer Durables","Specialty Chemicals","SEER","SEER","SEER","16:30:06"
"SEIC","2022-05-09","SEI Investments Company Common Stock","54.86","-0.63","-1.1350",7530,863,1981,"United States","Finance","Investment Bankers/Brokers/Service","SEIC","SEIC","SEIC","16:30:06"
"SELB","2022-05-09","Selecta Biosciences Inc. Common Stock","0.78","-0.08","-9.6830",117,1680,2016,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SELB","SELB","SELB","16:30:06"
"SELF","2022-05-09","Global Self Storage Inc. Common Stock","5.62","-0.19","-3.2700",60,30,NULL,"United States","Consumer Services","Real Estate Investment Trusts","SELF","SELF","SELF","16:30:07"
"SENEA","2022-05-09","Seneca Foods Corp. Class A Common Stock","52.16","1.21","2.3750",440,13,NULL,"United States","Consumer Non-Durables","Packaged Foods","SENEA","SENEA","SENEA","16:30:07"
"SERA","2022-05-09","Sera Prognostics Inc. Class A Common Stock","2.05","-0.14","-6.3930",63,187,2021,"United States","Health Care","Precision Instruments","SERA","SERA","SERA","16:30:07"
"SEV","2022-05-09","Sono Group N.V. Common Shares","3.10","-0.49","-13.6490",259,1430,2021,"Germany","Energy","Industrial Machinery/Components","SEV","SEV","SEV","16:30:07"
"SEVN","2022-05-09","Seven Hills Realty Trust Common Stock","10.78","-0.23","-2.0890",157,37,NULL,"United States","Consumer Services","Real Estate Investment Trusts","SEVN","SEVN","SEVN","16:30:07"
"SFBC","2022-05-09","Sound Financial Bancorp Inc. Common Stock","37.84","0.17","0.4510",99,0,NULL,"United States","Finance","Savings Institutions","SFBC","SFBC","SFBC","16:30:07"
"SFIX","2022-05-09","Stitch Fix Inc. Class A Common Stock","8.56","-0.99","-10.3660",917,3940,2017,"United States","Consumer Non-Durables","Apparel","SFIX","SFIX","SFIX","16:30:07"
"SFM","2022-05-09","Sprouts Farmers Market Inc. Common Stock","24.91","0.96","4.0080",2730,4127,2013,"United States","Consumer Non-Durables","Specialty Foods","SFM","SFM","SFM","16:30:07"
"SFNC","2022-05-09","Simmons First National Corporation Class A Common Stock","24.76","-0.18","-0.7220",3215,1047,NULL,"United States","Finance","Major Banks","SFNC","SFNC","SFNC","16:30:07"
"SFST","2022-05-09","Southern First Bancshares Inc. Common Stock","45.06","0.21","0.4680",359,20,NULL,"United States","Finance","Major Banks","SFST","SFST","SFST","16:30:07"
"SFT","2022-05-09","Shift Technologies Inc. Class A Common Stock","1.05","-0.13","-11.0170",86,2431,2019,"United States","Miscellaneous","Diversified Commercial Services","SFT","SFT","SFT","16:30:07"
"SGA","2022-05-09","Saga Communications Inc. Class A Common Stock (FL)","22.65","-0.25","-1.0910",137,2,NULL,"United States","Consumer Services","Broadcasting","SGA","SGA","SGA","16:30:07"
"SGBX","2022-05-09","SG Blocks Inc. Common Stock","1.65","-0.16","-8.8400",19,199,2017,"United States","Basic Industries","Metal Fabrications","SGBX","SGBX","SGBX","16:30:07"
"SGC","2022-05-09","Superior Group of Companies Inc. Common Stock","15.23","-0.21","-1.3600",245,59,NULL,"United States","","","SGC","SGC","SGC","16:30:07"
"SGEN","2022-05-09","Seagen Inc. Common Stock","108.81","-14.63","-11.8520",20029,2614,2001,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","SGEN","SGEN","SGEN","16:30:07"
"SGH","2022-05-09","SMART Global Holdings Inc. Ordinary Shares","21.90","-1.36","-5.8470",1089,481,2017,"United States","Technology","Semiconductors","SGH","SGH","SGH","16:30:07"
"SGHL","2022-05-09","Signal Hill Acquisition Corp. Class A Common Stock","9.94","-0.06","-0.6000",127,0,2022,"","Finance","Diversified Financial Service","SGHL","SGHL","SGHL","16:30:07"
"SGHLU","2022-05-09","Signal Hill Acquisition Corp. Unit","10.02","0.01","0.1000",0,38,2022,"","Finance","Diversified Financial Service","SGHLU","SGHLU","SGHLU","16:30:07"
"SGHT","2022-05-09","Sight Sciences Inc. Common Stock","6.61","-0.43","-6.1080",314,817,2021,"United States","Health Care","Medical Specialities","SGHT","SGHT","SGHT","16:30:07"
"SGII","2022-05-09","Seaport Global Acquisition II Corp. Class A Common Stock","9.96","-0.01","-0.0500",178,31,2021,"United States","Finance","Diversified Financial Service","SGII","SGII","SGII","16:30:07"
"SGLB","2022-05-09","Sigma Labs Inc. Common Stock","1.08","-0.12","-9.9920",6,64,NULL,"United States","Technology","EDP Services","SGLB","SGLB","SGLB","16:30:07"
"SGLY","2022-05-09","Singularity Future Technology Ltd. Common Stock","4.54","0.30","7.0750",99,435,NULL,"United States","Transportation","Oil Refining/Marketing","SGLY","SGLY","SGLY","16:30:07"
"SGMA","2022-05-09","SigmaTron International Inc. Common Stock","6.17","-0.54","-8.0480",37,72,1994,"United States","Technology","Electrical Products","SGMA","SGMA","SGMA","16:30:07"
"SGML","2022-05-09","Sigma Lithium Corporation Common Shares","14.33","-1.60","-10.0440",1439,566,NULL,"Canada","Capital Goods","Industrial Machinery/Components","SGML","SGML","SGML","16:30:07"
"SGMO","2022-05-09","Sangamo Therapeutics Inc. Common Stock","3.70","-0.44","-10.6280",542,2137,2000,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","SGMO","SGMO","SGMO","16:30:07"
"SGRP","2022-05-09","SPAR Group Inc. Common Stock","1.03","-0.10","-8.8500",22,34,NULL,"United States","Miscellaneous","Business Services","SGRP","SGRP","SGRP","16:30:07"
"SGRY","2022-05-09","Surgery Partners Inc. Common Stock","47.22","-4.40","-8.5240",4245,475,2015,"United States","Health Care","Managed Health Care","SGRY","SGRY","SGRY","16:30:07"
"SGTX","2022-05-09","Sigilon Therapeutics Inc. Common Stock","0.97","-0.06","-6.2620",31,71,2020,"United States","Consumer Durables","Specialty Chemicals","SGTX","SGTX","SGTX","16:30:07"
"SHAC","2022-05-09","SCP & CO Healthcare Acquisition Company Class A Common Stock","9.83","0.02","0.2240",282,0,2021,"United States","Finance","Diversified Financial Service","SHAC","SHAC","SHAC","16:30:07"
"SHBI","2022-05-09","Shore Bancshares Inc Common Stock","19.89","-0.21","-1.0450",394,79,NULL,"United States","Finance","Major Banks","SHBI","SHBI","SHBI","16:30:07"
"SHC","2022-05-09","Sotera Health Company Common Stock","19.65","-0.50","-2.4810",5557,560,2020,"United States","Health Care","Medical Specialities","SHC","SHC","SHC","16:30:07"
"SHCA","2022-05-09","Spindletop Health Acquisition Corp. Class A Common Stock","10.00","-0.04","-0.3490",257,41,2021,"United States","Finance","Diversified Financial Service","SHCA","SHCA","SHCA","16:30:07"
"SHCAU","2022-05-09","Spindletop Health Acquisition Corp. Unit","10.06","-0.02","-0.1980",0,1,2021,"United States","Finance","Diversified Financial Service","SHCAU","SHCAU","SHCAU","16:30:07"
"SHCR","2022-05-09","Sharecare Inc. Class A Common Stock","2.48","-0.10","-3.8760",865,1701,2021,"United States","Technology","Computer Software: Prepackaged Software","SHCR","SHCR","SHCR","16:30:07"
"SHEN","2022-05-09","Shenandoah Telecommunications Co Common Stock","21.07","0.07","0.3330",1054,216,NULL,"United States","Public Utilities","Telecommunications Equipment","SHEN","SHEN","SHEN","16:30:07"
"SHIP","2022-05-09","Seanergy Maritime Holdings Corp Common Stock","1.03","-0.09","-8.0360",157,3601,NULL,"Greece","Transportation","Marine Transportation","SHIP","SHIP","SHIP","16:30:07"
"SHLS","2022-05-09","Shoals Technologies Group Inc. Class A Common Stock","12.29","-1.28","-9.4330",1379,2473,2021,"United States","Technology","Semiconductors","SHLS","SHLS","SHLS","16:30:07"
"SHOO","2022-05-09","Steven Madden Ltd. Common Stock","39.15","-1.00","-2.4910",3126,771,1993,"United States","Consumer Non-Durables","Shoe Manufacturing","SHOO","SHOO","SHOO","16:30:07"
"SHQA","2022-05-09","Shelter Acquisition Corporation I Class A Common Stock","9.83","-0.02","-0.2030",272,690,2021,"United States","Finance","Diversified Financial Service","SHQA","SHQA","SHQA","16:30:07"
"SHUA","2022-05-09","SHUAA Partners Acquisition Corp I Class A Ordinary Share","9.97","0.00","0.0000",136,0,2022,"United Arab Emirates","","","SHUA","SHUA","SHUA","16:30:07"
"SHYF","2022-05-09","The Shyft Group Inc. Common Stock","23.63","-0.30","-1.2540",827,341,NULL,"United States","Capital Goods","Auto Manufacturing","SHYF","SHYF","SHYF","16:30:07"
"SIBN","2022-05-09","SI-BONE Inc. Common Stock","15.09","-2.18","-12.6230",511,609,2018,"United States","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","SIBN","SIBN","SIBN","16:30:07"
"SIDU","2022-05-09","Sidus Space Inc. Class A Common Stock","2.15","-0.84","-28.0940",35,4020,2021,"United States","","","SIDU","SIDU","SIDU","16:30:07"
"SIEB","2022-05-09","Siebert Financial Corp. Common Stock","1.75","-0.22","-11.2890",56,73,NULL,"United States","Finance","Investment Bankers/Brokers/Service","SIEB","SIEB","SIEB","16:30:07"
"SIEN","2022-05-09","Sientra Inc. Common Stock","1.29","0.03","2.3810",80,883,2014,"United States","Health Care","Medical Electronics","SIEN","SIEN","SIEN","16:30:07"
"SIERU","2022-05-09","Sierra Lake Acquisition Corp. Unit","9.95","0.00","0.0030",0,0,2021,"United States","Finance","Diversified Financial Service","SIERU","SIERU","SIERU","16:30:07"
"SIFY","2022-05-09","Sify Technologies Limited American Depositary Shares","2.11","-0.34","-13.8780",384,169,NULL,"India","Consumer Services","Telecommunications Equipment","SIFY","SIFY","SIFY","16:30:07"
"SIGA","2022-05-09","SIGA Technologies Inc. Common Stock","7.61","0.12","1.6020",551,303,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SIGA","SIGA","SIGA","16:30:07"
"SIGI","2022-05-09","Selective Insurance Group Inc. Common Stock","79.80","-1.31","-1.6150",4814,289,NULL,"United States","Finance","Property-Casualty Insurers","SIGI","SIGI","SIGI","16:30:07"
"SILC","2022-05-09","Silicom Ltd Ordinary Shares","33.27","-2.36","-6.6240",221,21,NULL,"Israel","Technology","Computer Manufacturing","SILC","SILC","SILC","16:30:07"
"SILK","2022-05-09","Silk Road Medical Inc. Common Stock","28.69","-4.27","-12.9550",1007,696,2019,"United States","Health Care","Medical/Dental Instruments","SILK","SILK","SILK","16:30:07"
"SIMO","2022-05-09","Silicon Motion Technology Corporation American Depositary Shares","90.69","-1.99","-2.1470",3123,1401,2005,"Taiwan","Technology","Semiconductors","SIMO","SIMO","SIMO","16:30:07"
"SIRI","2022-05-09","Sirius XM Holdings Inc. Common Stock","6.04","-0.03","-0.4940",23774,25924,NULL,"United States","Consumer Services","Broadcasting","SIRI","SIRI","SIRI","16:30:07"
"SISI","2022-05-09","Shineco Inc. Common Stock","2.01","-0.05","-2.4270",6,3,2016,"China","Consumer Durables","Specialty Chemicals","SISI","SISI","SISI","16:30:07"
"SITM","2022-05-09","SiTime Corporation Common Stock","163.79","-25.41","-13.4300",3446,319,2019,"United States","Technology","Semiconductors","SITM","SITM","SITM","16:30:07"
"SIVB","2022-05-09","SVB Financial Group Common Stock","469.81","-23.93","-4.8470",27643,898,NULL,"United States","Finance","Major Banks","SIVB","SIVB","SIVB","16:30:07"
"SJ","2022-05-09","Scienjoy Holding Corporation Class A Ordinary Shares ","2.63","-0.35","-11.6610",91,228,2019,"China","Technology","EDP Services","SJ","SJ","SJ","16:30:07"
"SKIN","2022-05-09","The Beauty Health Company Class A Common Stock","11.20","-1.57","-12.2940",1686,3226,2020,"United States","Consumer Non-Durables","Package Goods/Cosmetics","SKIN","SKIN","SKIN","16:30:07"
"SKYA","2022-05-09","Skydeck Acquisition Corp. Class A Ordinary Shares","9.74","0.00","0.0000",269,0,2021,"United States","Finance","Business Services","SKYA","SKYA","SKYA","16:30:07"
"SKYAU","2022-05-09","Skydeck Acquisition Corp. Units","9.85","-0.02","-0.1520",0,0,2021,"United States","Finance","Business Services","SKYAU","SKYAU","SKYAU","16:30:07"
"SKYT","2022-05-09","SkyWater Technology Inc. Common Stock","5.75","-0.35","-5.7380",229,238,2021,"United States","Technology","Semiconductors","SKYT","SKYT","SKYT","16:30:07"
"SKYW","2022-05-09","SkyWest Inc. Common Stock","25.59","-1.33","-4.9410",1292,465,1986,"United States","Transportation","Air Freight/Delivery Services","SKYW","SKYW","SKYW","16:30:07"
"SKYX","2022-05-09","SQL Technologies Corp. Common Stock","8.48","-1.63","-16.1230",670,65,2022,"United States","Consumer Durables","Home Furnishings","SKYX","SKYX","SKYX","16:30:07"
"SLAB","2022-05-09","Silicon Laboratories Inc. Common Stock","135.47","-3.43","-2.4690",4955,537,2000,"United States","Technology","Semiconductors","SLAB","SLAB","SLAB","16:30:07"
"SLAM","2022-05-09","Slam Corp. Class A Ordinary Share","9.80","-0.02","-0.2040",704,31,2021,"United States","Finance","Business Services","SLAM","SLAM","SLAM","16:30:07"
"SLAMU","2022-05-09","Slam Corp. Unit","9.88","-0.01","-0.1010",0,6,2021,"United States","Finance","Business Services","SLAMU","SLAMU","SLAMU","16:30:07"
"TRIP","2022-05-09","TripAdvisor Inc. Common Stock","21.21","-1.66","-7.2580",2961,3789,NULL,"United States","","","TRIP","TRIP","TRIP","16:30:07"
"SLCR","2022-05-09","Silver Crest Acquisition Corporation Class A Ordinary Share","9.82","-0.02","-0.2030",423,31,2021,"China","Finance","Business Services","SLCR","SLCR","SLCR","16:30:07"
"SLCRU","2022-05-09","Silver Crest Acquisition Corporation Unit","9.93","-0.07","-0.7020",0,17,2021,"China","Finance","Business Services","SLCRU","SLCRU","SLCRU","16:30:07"
"SLDP","2022-05-09","Solid Power Inc. Class A Common Stock","6.74","-0.72","-9.6510",1171,1361,2021,"United States","Consumer Durables","Electrical Products","SLDP","SLDP","SLDP","16:30:07"
"SLGC","2022-05-09","SomaLogic Inc. Class A Common Stock","5.23","-0.98","-15.7810",952,1255,2021,"United States","Health Care","Biotechnology: Commercial Physical & Biological Resarch","SLGC","SLGC","SLGC","16:30:07"
"SLGG","2022-05-09","Super League Gaming Inc. Common Stock","1.35","-0.18","-11.7650",20,197,2019,"United States","Capital Goods","Industrial Machinery/Components","SLGG","SLGG","SLGG","16:30:07"
"SLGL","2022-05-09","Sol-Gel Technologies Ltd. Ordinary Shares","5.95","-0.33","-5.2600",137,25,2018,"Israel","Basic Industries","Precious Metals","SLGL","SLGL","SLGL","16:30:07"
"SLGN","2022-05-09","Silgan Holdings Inc. Common Stock","44.58","-0.60","-1.3280",4941,505,1997,"United States","Consumer Durables","Containers/Packaging","SLGN","SLGN","SLGN","16:30:07"
"SLHG","2022-05-09","Skylight Health Group Inc. Ordinary Shares","0.76","-0.04","-5.1170",29,100,NULL,"Canada","Miscellaneous","Other Consumer Services","SLHG","SLHG","SLHG","16:30:07"
"SLHGP","2022-05-09","Skylight Health Group Inc. 9.25% Series A Cumulative Redeemable Perpetual Preferred Shares","13.00","0.00","0.0000",0,0,NULL,"Canada","Miscellaneous","Other Consumer Services","SLHGP","SLHGP","SLHGP","16:30:07"
"SLM","2022-05-09","SLM Corporation Common Stock","16.53","-0.47","-2.7650",4450,3430,NULL,"United States","Finance","Finance: Consumer Services","SLM","SLM","SLM","16:30:07"
"SLN","2022-05-09","Silence Therapeutics Plc American Depository Share","11.30","-0.90","-7.3770",338,13,NULL,"United Kingdom","Health Care","Biotechnology: Pharmaceutical Preparations","SLN","SLN","SLN","16:30:07"
"SLNG","2022-05-09","Stabilis Solutions Inc. Common Stock","4.30","0.46","12.0030",78,20,NULL,"United States","Public Utilities","Oil/Gas Transmission","SLNG","SLNG","SLNG","16:30:07"
"SLNH","2022-05-09","Soluna Holdings Inc. Common Stock","6.80","-1.67","-19.7170",95,179,NULL,"United States","Capital Goods","Industrial Machinery/Components","SLNH","SLNH","SLNH","16:30:07"
"SLP","2022-05-09","Simulations Plus Inc. Common Stock","40.88","-1.97","-4.5870",825,97,NULL,"United States","Technology","Computer Software: Prepackaged Software","SLP","SLP","SLP","16:30:07"
"SLRC","2022-05-09","SLR Investment Corp. Common Stock","15.75","-0.49","-3.0170",862,440,2010,"United States","Finance","Finance/Investors Services","SLRC","SLRC","SLRC","16:30:07"
"SLS","2022-05-09","SELLAS Life Sciences Group Inc. Common Stock","2.29","-0.28","-10.8950",47,237,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SLS","SLS","SLS","16:30:07"
"SLVR","2022-05-09","SilverSPAC Inc. Class A Ordinary Share","9.70","0.00","0.0000",303,352,2021,"United States","","","SLVR","SLVR","SLVR","16:30:07"
"SLVRU","2022-05-09","SilverSPAC Inc. Unit","9.79","0.02","0.2050",0,5,2021,"United States","","","SLVRU","SLVRU","SLVRU","16:30:07"
"SMAP","2022-05-09","SportsMap Tech Acquisition Corp. Common Stock","9.92","-0.03","-0.3020",149,700,2021,"United States","Finance","Diversified Financial Service","SMAP","SMAP","SMAP","16:30:07"
"SMBC","2022-05-09","Southern Missouri Bancorp Inc. Common Stock","43.53","0.25","0.5780",406,23,NULL,"United States","Finance","Banks","SMBC","SMBC","SMBC","16:30:07"
"SMBK","2022-05-09","SmartFinancial Inc. Common Stock","25.06","0.65","2.6630",423,23,NULL,"United States","Finance","Major Banks","SMBK","SMBK","SMBK","16:30:07"
"SMCI","2022-05-09","Super Micro Computer Inc. Common Stock","49.17","-2.04","-3.9840",2550,452,2020,"United States","Technology","Computer Manufacturing","SMCI","SMCI","SMCI","16:30:07"
"SMED","2022-05-09","Sharps Compliance Corp. Common Stock","4.16","-0.25","-5.6690",80,210,NULL,"United States","Public Utilities","Environmental Services","SMED","SMED","SMED","16:30:07"
"SMFL","2022-05-09","Smart for Life Inc. Common Stock","0.95","0.05","5.0190",30,737,2022,"United States","Consumer Non-Durables","Farming/Seeds/Milling","SMFL","SMFL","SMFL","16:30:07"
"SMFR","2022-05-09","Sema4 Holdings Corp. Class A Common Stock","1.90","-0.55","-22.4490",716,3742,2020,"United States","Technology","Retail: Computer Software & Peripheral Equipment","SMFR","SMFR","SMFR","16:30:07"
"SMID","2022-05-09","Smith-Midland Corporation Common Stock","17.12","-0.49","-2.7830",89,10,NULL,"United States","Capital Goods","Building Materials","SMID","SMID","SMID","16:30:07"
"SMIH","2022-05-09","Summit Healthcare Acquisition Corp. Class A Ordinary Share","9.79","0.05","0.5130",252,0,2021,"China","","","SMIH","SMIH","SMIH","16:30:07"
"SMIHU","2022-05-09","Summit Healthcare Acquisition Corp. Units","9.81","0.00","-0.0500",0,1005,2021,"China","","","SMIHU","SMIHU","SMIHU","16:30:07"
"SMIT","2022-05-09","Schmitt Industries Inc. Common Stock","5.06","0.06","1.1120",19,24,NULL,"United States","Capital Goods","Industrial Machinery/Components","SMIT","SMIT","SMIT","16:30:07"
"SMLR","2022-05-09","Semler Scientific Inc. Common Stock","28.67","-3.01","-9.5010",194,198,NULL,"United States","Health Care","Medical/Dental Instruments","SMLR","SMLR","SMLR","16:30:07"
"SMMF","2022-05-09","Summit Financial Group Inc. Common Stock","26.70","-0.22","-0.8170",340,18,NULL,"United States","Finance","Major Banks","SMMF","SMMF","SMMF","16:30:07"
"SMMT","2022-05-09","Summit Therapeutics Inc. Common Stock ","1.08","-0.04","-3.5710",88,127,2015,"United Kingdom","Consumer Durables","Specialty Chemicals","SMMT","SMMT","SMMT","16:30:07"
"SMPL","2022-05-09","The Simply Good Foods Company Common Stock","37.04","-1.28","-3.3400",3717,827,NULL,"United States","Consumer Non-Durables","Packaged Foods","SMPL","SMPL","SMPL","16:30:07"
"SMSI","2022-05-09","Smith Micro Software Inc. Common Stock","2.61","-0.15","-5.4350",144,735,1995,"United States","Technology","Computer Software: Prepackaged Software","SMSI","SMSI","SMSI","16:30:07"
"SMTC","2022-05-09","Semtech Corporation Common Stock","57.78","-3.73","-6.0640",3667,364,NULL,"United States","Technology","Semiconductors","SMTC","SMTC","SMTC","16:30:07"
"SMTI","2022-05-09","Sanara MedTech Inc. Common Stock","20.25","-1.79","-8.1220",160,55,NULL,"United States","Health Care","Medical/Dental Instruments","SMTI","SMTI","SMTI","16:30:07"
"SNAX","2022-05-09","Stryve Foods Inc. Class A Common Stock","0.87","0.01","1.1630",11,175,2019,"United States","Consumer Non-Durables","Specialty Foods","SNAX","SNAX","SNAX","16:30:07"
"SNBR","2022-05-09","Sleep Number Corporation Common Stock","41.69","-0.31","-0.7380",926,327,NULL,"United States","Consumer Durables","Home Furnishings","SNBR","SNBR","SNBR","16:30:07"
"SNCE","2022-05-09","Science 37 Holdings Inc. Common Stock","3.71","0.17","4.8020",428,560,2020,"United States","Technology","Computer Software: Prepackaged Software","SNCE","SNCE","SNCE","16:30:07"
"SNCR","2022-05-09","Synchronoss Technologies Inc. Common Stock","1.19","-0.04","-3.2520",105,258,2018,"United States","Technology","EDP Services","SNCR","SNCR","SNCR","16:30:07"
"SNCRL","2022-05-09","Synchronoss Technologies Inc. 8.375% Senior Notes due 2026","20.40","0.00","0.0000",0,1,NULL,"United States","","","SNCRL","SNCRL","SNCRL","16:30:07"
"SNCY","2022-05-09","Sun Country Airlines Holdings Inc. Common Stock","24.17","-1.21","-4.7680",1401,396,2021,"United States","Transportation","Air Freight/Delivery Services","SNCY","SNCY","SNCY","16:30:07"
"SND","2022-05-09","Smart Sand Inc. Common Stock","3.43","-0.65","-15.9310",153,238,2016,"United States","Energy","Metal Fabrications","SND","SND","SND","16:30:07"
"SNDX","2022-05-09","Syndax Pharmaceuticals Inc. Common Stock","15.11","-0.97","-6.0320",831,950,2016,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SNDX","SNDX","SNDX","16:30:07"
"SNEX","2022-05-09","StoneX Group Inc. Common Stock","72.94","0.77","1.0670",1472,78,NULL,"United States","Finance","Investment Bankers/Brokers/Service","SNEX","SNEX","SNEX","16:30:07"
"SNFCA","2022-05-09","Security National Financial Corporation Class A Common Stock","8.47","-0.27","-3.0890",174,20,NULL,"United States","Finance","Diversified Financial Services","SNFCA","SNFCA","SNFCA","16:30:07"
"SNOA","2022-05-09","Sonoma Pharmaceuticals Inc. Common Stock","2.93","-0.77","-20.8110",9,686,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SNOA","SNOA","SNOA","16:30:07"
"SNPO","2022-05-09","Snap One Holdings Corp. Common Stock","11.59","-0.53","-4.3730",879,69,2021,"United States","Consumer Services","Electronics Distribution","SNPO","SNPO","SNPO","16:30:07"
"SNPS","2022-05-09","Synopsys Inc. Common Stock","262.41","-12.30","-4.4770",40174,1202,1992,"United States","Technology","EDP Services","SNPS","SNPS","SNPS","16:30:07"
"SNPX","2022-05-09","Synaptogenix Inc. Common Stock","4.50","-0.65","-12.5490",30,116,NULL,"United States","Consumer Durables","Specialty Chemicals","SNPX","SNPX","SNPX","16:30:07"
"SNRH","2022-05-09","Senior Connect Acquisition Corp. I Class A Common Stock","9.84","0.00","0.0000",509,0,2021,"United States","Finance","Diversified Financial Service","SNRH","SNRH","SNRH","16:30:07"
"SNRHU","2022-05-09","Senior Connect Acquisition Corp. I Unit","9.91","0.00","0.0000",0,0,2020,"United States","Finance","Diversified Financial Service","SNRHU","SNRHU","SNRHU","16:30:07"
"SNSE","2022-05-09","Sensei Biotherapeutics Inc. Common Stock","1.53","-0.04","-2.5480",46,75,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","SNSE","SNSE","SNSE","16:30:07"
"SNT","2022-05-09","Senstar Technologies Ltd. Ordinary Shares","2.13","-0.07","-2.9610",49,122,NULL,"Israel","Capital Goods","Telecommunications Equipment","SNT","SNT","SNT","16:30:07"
"SNY","2022-05-09","Sanofi ADS","50.92","-0.48","-0.9340",127163,1864,NULL,"France","Health Care","Biotechnology: Pharmaceutical Preparations","SNY","SNY","SNY","16:30:07"
"SOFI","2022-05-09","SoFi Technologies Inc. Common Stock  ","5.97","-0.48","-7.3760",4838,48939,NULL,"United States","Finance","Diversified Financial Services","SOFI","SOFI","SOFI","16:30:07"
"SOFO","2022-05-09","Sonic Foundry Inc. Common Stock","2.02","-0.16","-7.3390",21,74,NULL,"United States","Technology","Computer Software: Prepackaged Software","SOFO","SOFO","SOFO","16:30:07"
"SOHO","2022-05-09","Sotherly Hotels Inc. Common Stock","1.86","-0.08","-3.8860",33,39,NULL,"United States","Consumer Services","Real Estate Investment Trusts","SOHO","SOHO","SOHO","16:30:07"
